,id,text,label,Comments
1799,8629,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为4166.97元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以。",稍后还款,
1841,8845,0000:抱歉，按规定先跟您确认下身份，请问您是吴康先生吗?0001:贷款的相关信息我已经记下来了，等会就转告他，还有其他事需要转达吗？,意图不明,
1853,8901,"0000:您在邮储银行的车贷已经逾期5天了,逾期金额为3084.55元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:哦，可以，明天我发工资，明天我存进去。",稍后还款,
1865,8960,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为5419.25元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，今天我会存进去啊。",稍后还款,
1955,9438,0000:您好，本次通话将全程录音，您在有车有家的车款已经逾期5天了，逾期金额为2177.73元，麻烦在今天14点前将月供存入尾号6218的建设银行卡内，避免征信持续受损，没问题吧？0001:对的。,稍后还款,
2039,9855,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到1856.88元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，我来想办法啊。",稍后还款,
2063,9975,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到3296.28元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:不行，我现在还在医院。",资金困难,
2069,10004,"0000:请问您是将欠款4779.17元，存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:啊，可以可以，已经存进去了。",稍后还款,
2081,10071,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2626.01元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以。",稍后还款,
2105,10207,"0000:您在邮储银行的车贷已经逾期5天了,逾期金额为6327.55元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，好的好的，我尽量号。",稍后还款,
2129,10319,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为2159.37元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以已经不是已经扣了吗？",已还款,
2147,10409,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到4372.78元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:到十五号刚过完年没钱要到十五号。",资金困难,
2177,10550,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为2021.35元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好的。",稍后还款,
2183,10580,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为2806.84元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，好的好的。",稍后还款,
2213,10742,"0000:您在邮储银行的车贷已经逾期6天了,逾期金额为1847.08元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以。",稍后还款,
2219,10764,"0000:您在邮储银行的车贷已经逾期6天了,逾期金额为1862.18元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好的。",稍后还款,
2237,10863,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为3040.01元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:我没有支付宝啊，我有微信。",资金困难,
2279,11128,0000:您好，本次通话将全程录音，您在有车有家的车款已经逾期5天了，逾期金额为1964.08元，麻烦在今天14点前将月供存入尾号5297的建设银行卡内，避免征信持续受损，没问题吧？0001:没问题没问题，好好好。,稍后还款,
2345,11424,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到1975.23元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好的好的。",稍后还款,
2357,11479,0000:请问您是将欠款3505.0元，存入您的支付宝账户或支付宝前三张储蓄卡内吗？0001:我充那卡里他不是已经扣了呀。,已还款,
2363,11517,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到4031.5元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯。",稍后还款,
2369,11550,"0000:您在邮储银行的车贷已经逾期5天了,逾期金额为3800.01元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，好的。",稍后还款,
2375,11572,"0000:您在邮储银行的车贷已经逾期5天了,逾期金额为4331.49元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以。",稍后还款,
2381,11608,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为3600.43元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:的。",稍后还款,
2405,11748,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为3872.43元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:已经还完了，已经扣了。",已还款,
2423,11840,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为2911.65元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:你说你听你的你。",意图不明,
2429,11870,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为219.32元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，好。",稍后还款,
2453,12004,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为2822.97元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以的。",稍后还款,
2483,12155,"0000:您在邮储银行的车贷已经逾期5天了,逾期金额为1891.96元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好的，谢谢谢谢。",稍后还款,
2495,12230,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为1964.04元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:多少钱？",意图不明,
2501,12251,0000:不好意思，这里是邮储银行车贷中心，麻烦您能明确回复一下，您是不是蒋学军先生？0001:钱早上都扣了，怎么还打什么电话嘛？,已还款,
2525,12364,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为2871.36元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯。",稍后还款,
2555,12485,0000:请您在今天14点前将欠款2358.39元，存入您的支付宝账户或支付宝前三张储蓄卡内，系统会统一代扣，您看可以吗？0001:好的好的嗯。,稍后还款,
2609,12766,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为9678.62元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:啊，可以可以。",稍后还款,
2615,12788,0000:请问您是将欠款2581.0元，存入您的支付宝账户或支付宝前三张储蓄卡内吗？0001:哦，对对对，是的。,稍后还款,
2621,12824,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为9341.93元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好好好好好好，可以。",稍后还款,
2627,12854,"0000:您在邮储银行的车贷已经逾期5天了,逾期金额为4452.22元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，行行行行。",稍后还款,
2663,12993,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到1592.77元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:我因为我那有一张卡没有用啊，然后的话被那个银行就是长时间没有用了，然后那个银行已经给嗯把那张卡已经注销了。然后的话现在还有一张卡的话，我那个钱进去了，然后的话就是这个银行不知怎么的，就是今天的那个邮政银行卡那个卡，你就是没扣款呢。",存钱未扣款,
2681,13087,"0000:您在邮储银行的车贷已经逾期6天了,逾期金额为2307.51元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:行行行。",稍后还款,
2717,13274,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为1445.36元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:我已经已经存过了。",存钱未扣款,
2741,13382,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为4032.68元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:行，我知道了。",稍后还款,
2753,13441,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为3375.83元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:啊，好好，可以可以啊。",稍后还款,
2765,13499,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为7890.99元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:啊，行，我弄吧。",稍后还款,
2795,13638,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为6478.78元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:处理完啊。",已还款,
2801,13668,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为2288.93元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:啊，不是不报。",资金困难,
2807,13698,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为2427.48元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:你已经已经扣完了。",已还款,
2813,13720,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为5000.69元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:我现在在处理这件事情，能不能给我延期一下？",资金困难,
2831,13806,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为1129.19元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:钱已经存好了，他没扣。",存钱未扣款,
2837,13840,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到3626.51元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好的，好好好好。",稍后还款,
2849,13892,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为1548.6元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:现在钱已经存进去了呀。",存钱未扣款,
2915,14215,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为4975.43元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好的好的。",稍后还款,
2933,14305,"0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期4天了，逾期金额为2098.13元，请务必在今天16点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:那你为什么自己不扣呢？我那是自己的，我这是自己办的工资卡早都已经打进去打进去钱了呀，你们自己不扣跟我有什么关系呀？",存钱未扣款,
2969,14492,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为1475.52元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:里面不是有钱吗？那怎么自己不可以扣吗？",存钱未扣款,
2975,14514,0000:您好，我们已经通知到您欠款的事宜，请您今天下午的14点前务必处理掉欠款，如果没有处理掉，您将被我方列入为高风险客户，我方将重新审核您的贷款资质，您到时候将面临解除贷款合同的风险，所以请您务必重视，您清楚了吗？0001:好的好的，我明天弄吧，明天处理哈。,稍后还款,
2987,14566,0000:请问您是将欠款7064.22元存入尾号8893的中国银行卡内了吗？0001:对，已经扣完了，你们你银行已经扣完了，我我我那两天我没想就骂，忘记往里边打款了，我我已经打上了，打上，然后已经扣完了，没有扣扣了。,已还款,
2993,14589,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为3806.69元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:行，可以吧，早就已经放进去了，你扣吧。",存钱未扣款,
3023,14704,0000:请问您是将欠款2497.25元存入尾号6179的农业银行卡内了吗？0001:对呀，就不不不是不是，那天早上就一直就不是已经扣走了吗？七点多的时候，好像是好像是七点多还是八点多的时候已经扣走了呀。,已还款,
3047,14825,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2829.36元欠款到账，请问在今天17点30分前，可以将欠款存入尾号9421的微众银行卡内吗？0001:知道。,稍后还款,
3107,15137,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2969.41元欠款到账，请问在今天17点30分前，可以将欠款存入尾号1120的微众银行卡内吗？0001:密码。,意图不明,
3131,15247,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到4013.23元欠款到账，请问在今天16点前，可以将欠款存入尾号4470的农业银行卡内吗？0001:那你安全把这几道吗？,意图不明,
3167,15400,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为3606.88元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好的，我这几天我尽快把它存起来。",稍后还款,
3179,15459,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为3855.36元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:我不是没钱。",资金困难,
3221,15628,0000:请问您是将欠款3514.3元存入尾号7005的工商银行卡内了吗？0001:你们已经扣过了扣过了。,已还款,
3227,15658,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期4天了，逾期金额为1291.52元，麻烦在今天16点前将欠款存入尾号5774的农业银行卡内，您看可以吗？0001:可以。,稍后还款,
3293,15963,0000:您好，本次通话将全程录音，您在微众银行车贷中心的车贷已经逾期6天了，逾期金额为2380.53元，麻烦在今天17点30分前将欠款存入尾号0918的工商银行卡内，您看可以吗？0001:已经存进去了呀，已经扣款成功了呀。,已还款,
3311,16048,0000:您好，本次通话将全程录音，您在微众银行车贷中心的车贷已经逾期4天了，逾期金额为1357.22元，麻烦在今天17点30分前将欠款存入尾号3976的农业银行卡内，您看可以吗？0001:我换了卡号，换了卡给我给我联系客服，我换了，刚才卡用不成。,稍后还款,
3317,16079,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期4天了，逾期金额为2833.59元，麻烦在今天16点前将欠款存入尾号4388的建设银行卡内，您看可以吗？0001:最近我我有点困难了，能不能再缓缓一段时间先。,资金困难,
3335,16165,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2018.21元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:喂。",意图不明,
3347,16248,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为553.24元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:一直都有啊，你们没有扣啊。",存钱未扣款,
3371,16362,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2881.88元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以好的。",稍后还款,
3377,16384,"0000:请问您是将欠款1572.57元，存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:已经还了。",已还款,
3389,16445,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2249.54元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，我的这个。",稍后还款,
3419,16563,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为665.72元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:你怎么用的吧，我一直有空嘛，当时就用你们没扣。",存钱未扣款,
3443,16712,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为2581.02元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:呃，已经存进去了。",存钱未扣款,
3479,16873,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为1104.93元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好。",稍后还款,
3491,16925,"0000:您在邮储银行的车贷已经逾期5天了,逾期金额为2362.19元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:跳完了。",意图不明,
3647,17755,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期6天了，逾期金额为2996.46元，麻烦在今天16点前将欠款存入尾号4783的工商银行卡内，您看可以吗？0001:好的好的。,稍后还款,
3659,17823,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到3575.59元欠款到账，请问在今天16点前，可以将欠款存入尾号1055的工商银行卡内吗？0001:啊，十五号。,稍后还款,
3665,17852,0000:请问您是将欠款3742.42元存入尾号6060的建设银行卡内了吗？0001:嗯。,已还款,
3701,18036,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期4天了，逾期金额为1758.26元，麻烦在今天16点前将欠款存入尾号6579的农业银行卡内，您看可以吗？0001:可以可以好的嗯。,稍后还款,
3731,18204,0000:不好意思，这里是上海银行车贷中心，麻烦您能明确回复一下，您是不是雷雷先生？0001:那你说你是他那个关系责任，这个你要的一个产品就是这种。,意图不明,
3767,18375,0000:您好，本次通话将全程录音，您在微众银行车贷中心的车贷已经逾期4天了，逾期金额为1878.32元，麻烦在今天17点30分前将欠款存入尾号4295的邮储银行卡内，您看可以吗？0001:嗯，好的。,稍后还款,
3773,18405,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期4天了，逾期金额为2752.67元，麻烦在今天16点前将欠款存入尾号5403的建设银行卡内，您看可以吗？0001:嗯，好的好的。,稍后还款,
3779,18427,0000:您好，本次通话将全程录音，您在微众银行车贷中心的车贷已经逾期4天了，逾期金额为4691.85元，麻烦在今天17点30分前将欠款存入尾号0502的邮储银行卡内，您看可以吗？0001:嗯，可以。,稍后还款,
3827,18635,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期4天了，逾期金额为1937.17元，麻烦在今天16点前将欠款存入尾号8859的建设银行卡内，您看可以吗？0001:嗯，好的。,稍后还款,
3833,18677,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期4天了，逾期金额为1542.09元，麻烦在今天16点前将欠款存入尾号8254的工商银行卡内，您看可以吗？0001:我都存都存进去啦。,存钱未扣款,
3869,18853,0000:您好，本次通话将全程录音，您在微众银行车贷中心的车贷已经逾期5天了，逾期金额为708.72元，麻烦在今天17点30分前将欠款存入尾号2318的农业银行卡内，您看可以吗？0001:嗯。,稍后还款,
3887,18940,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期5天了，逾期金额为2128.72元，麻烦在今天16点前将欠款存入尾号6478的农业银行卡内，您看可以吗？0001:嗯，好好。,稍后还款,
3899,19008,0000:您好，本次通话将全程录音，您在上农商银行车贷中心的车贷已经逾期6天了，逾期金额为3622.43元，麻烦在今天17点30分前将欠款存入尾号6861的工商银行卡内，您看可以吗？0001:好的。,稍后还款,
3959,19320,0000:您好，我是上海银行车贷中心的，请问您是吕明红先生吗？0001:我那钱都在里面扣啊，你你老是一天打电话打个不停，什么意思啊？,存钱未扣款,
3995,19494,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2216.37元欠款到账，请问在今天16点前，可以将欠款存入尾号9530的邮储银行卡内吗？0001:啊，还不行啊。,存钱未扣款,
4013,19561,0000:您好，本次通话将全程录音，您在微众银行车贷中心的车贷已经逾期5天了，逾期金额为3218.57元，麻烦在今天17点30分前将欠款存入尾号4605的建设银行卡内，您看可以吗？0001:不老了。,意图不明,
4025,19602,0000:请问您是将欠款3751.98元存入尾号4798的中国银行卡内了吗？0001:对呀，还完了，你们已经划走了。,已还款,
4103,19999,0000:您好，由于我们多次联系吴锦棉先生，他都没有接听电话，他在上海银行车贷中心办理的车贷已逾期，一直扣款未成功，请让他尽快处理，如果有问题可以联系客服400 820 5022，您看可以吗？0001:哎，能不能改到十五号啊？,资金困难,
4109,20041,0000:您好，这里是上海银行车贷中心的，请问您是黄恒满先生的家属吗？0001:我们这个月的车贷已经还了呀。,已还款,
4133,20169,0000:您好，本次通话将全程录音，您在微众银行车贷中心的车贷已经逾期5天了，逾期金额为2490.61元，麻烦在今天17点30分前将欠款存入尾号5774的建设银行卡内，您看可以吗？0001:我尽量想办法吧，我现在资金不方便。,资金困难,
4151,20242,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2050.08元欠款到账，请问在今天17点30分前，可以将欠款存入尾号6878的邮储银行卡内吗？0001:哦，那我尽快啊。,稍后还款,
4259,20818,0000:您好，本次通话将全程录音，昨天联系过您租金逾期的事情，截止昨天系统还是没有查询到2368.38元欠款到账，请问在今天14点前，可以将欠款存入尾号6777的农业银行卡内吗？0001:行，可以啊。,稍后还款,
4277,20892,0000:您好，本次通话将全程录音，昨天联系过您租金逾期的事情，截止昨天系统还是没有查询到1845.28元欠款到账，请问在今天14点前，可以将欠款存入尾号1397的建设银行卡内吗？0001:啊，行。,稍后还款,
4283,20923,0000:您好，本次通话将全程录音，您在有车有家的车款已经逾期6天了，逾期金额为2713.29元，麻烦在今天14点前将月供存入尾号1576的农业银行卡内，避免征信持续受损，没问题吧？0001:早上早上八点多的时候已经转进去了呀。,存钱未扣款,
4313,21091,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期5天了，逾期金额为2313.32元，麻烦在今天16点前将欠款存入尾号6056的邮储银行卡内，您看可以吗？0001:我十五号还十五号。,资金困难,
4373,21383,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期5天了，逾期金额为4148.95元，麻烦在今天16点前将欠款存入尾号1149的邮储银行卡内，您看可以吗？0001:我都存过了我昨天都存过了，还在问。,存钱未扣款,
4385,21435,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到1568.51元欠款到账，请问在今天16点前，可以将欠款存入尾号1476的中国银行卡内吗？0001:忘记了没有吧。嗯，好，幺零二。,稍后还款,
4391,21465,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到1421.6元欠款到账，请问在今天16点前，可以将欠款存入尾号0587的工商银行卡内吗？0001:啊，好的。,稍后还款,
4421,21600,"0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期6天了，逾期金额为1422.15元，请务必在今天16点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以。",稍后还款,
4487,21929,0000:若您扣款渠道异常，建议您先将欠款通过手机网银或柜台转账的方式存入我司对公账号，处理完毕后，将汇款凭证上传至“灿谷车生活”微信公众号就可以，后续建议您通过“灿谷车生活”进行改卡业务，如有任何疑可拨打车贷客服热线400 820 5022进行咨询。请您今天务必处理存款，避免违约，征信恶化了，务必重视。0001:我已经存了，你们尽快扣吧。,存钱未扣款,
4499,21984,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期5天了，逾期金额为4005.17元，麻烦在今天16点前将欠款存入尾号0711的中国银行卡内，您看可以吗？0001:ok. ,稍后还款,
4505,22022,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到1776.22元欠款到账，请问在今天17点30分前，可以将欠款存入尾号7524的邮储银行卡内吗？0001:嗯，好的。,稍后还款,
4511,22059,0000:不好意思，我这里是上海银行车贷中心，麻烦您明确回复一下您是不是管毓兵先生？0001:我不，你说是来我卡都有钱，你扣不到扫的什么回事，这会天天打电话我。,存钱未扣款,
4517,22088,0000:您好，本次通话将全程录音，您在微众银行车贷中心的车贷已经逾期4天了，逾期金额为2621.13元，麻烦在今天17点30分前将欠款存入尾号0230的工商银行卡内，您看可以吗？0001:我已经存进去了，你自己扣呀。,存钱未扣款,
4541,22218,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2378.17元欠款到账，请问在今天16点前，可以将欠款存入尾号6445的邮储银行卡内吗？0001:嗯，知道了。,稍后还款,
4547,22248,0000:您好，本次通话将全程录音，您在微众银行车贷中心的车贷已经逾期6天了，逾期金额为1294.09元，麻烦在今天17点30分前将欠款存入尾号2726的邮储银行卡内，您看可以吗？0001:好的。,稍后还款,
4577,22399,0000:您好，本次通话将全程录音，您在微众银行车贷中心的车贷已经逾期4天了，逾期金额为3347.2元，麻烦在今天17点30分前将欠款存入尾号1476的工商银行卡内，您看可以吗？0001:嗯，我尽快。,稍后还款,
4595,22471,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期5天了，逾期金额为3018.01元，麻烦在今天16点前将欠款存入尾号7180的邮储银行卡内，您看可以吗？0001:可以。,稍后还款,
4607,22539,0000:您好，这里是微众银行车贷中心，请问您是李润国先生吗？0001:是是是工资还没发下来，我会还的，你们催什么？,资金困难,
4625,22627,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2309.15元欠款到账，请问在今天16点前，可以将欠款存入尾号4675的邮储银行卡内吗？0001:嗯。,稍后还款,
4631,22649,0000:您好，本次通话将全程录音，您在微众银行车贷中心的车贷已经逾期5天了，逾期金额为2759.32元，麻烦在今天17点30分前将欠款存入尾号8315的农业银行卡内，您看可以吗？0001:呃，可以可以可以可以。,稍后还款,
4649,22753,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2214.87元欠款到账，请问在今天17点30分前，可以将欠款存入尾号0740的邮储银行卡内吗？0001:嗯，可以。,稍后还款,
